"denuncia_numero","hecho_fecha_hora","hecho_provincia","hecho_municipio","hecho_localidad","hecho_discriminacion","hecho_irregularidades","hecho_lugar","hecho_cometido_por","hecho_tipo_violencia","hecho_accion_realizada","denuncia_estado","denuncia_fecha_cambio_estado","denuncia_via_ingreso","denuncia_fecha_hora_carga","hecho_provincia_indec_id"
464,"2012-10-27 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Racial","","En el acceso local","Controladores","","","Derivado","2013-01-08 13:52:15.210","Call Center","2013-01-07 17:38:50.313","02"
465,"2012-12-22 02:45:00","Ciudad Autónoma de Buenos Aires","Barrio Caballito","","Por aspecto físico - Racial","","","","","","Derivado","2013-01-28 13:30:25.147","Página web de RENCAP ","2013-01-08 19:45:30.017","02"
466,"2013-01-13 02:15:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Personal de empresas de seguridad","Agresión verbal","","Derivado","2013-01-15 13:46:29.253","Página web de RENCAP ","2013-01-14 17:00:13.577","02"
467,"2013-01-13 04:04:00","Santa Fé","Venado Tuerto","Venado Tuerto","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Controladores - Personal de empresas de seguridad","Agresión verbal - Agresión física","","Derivado","2013-01-18 11:13:53.257","Página web de RENCAP ","2013-01-15 10:44:51.960","82"
468,"2013-01-05 10:00:00","Buenos Aires","Florencio Varela","Fcio. Varela","Por ideologia","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local - En el acceso local","Controladores - Personal de empresas de seguridad","","","Desestimado","2013-02-08 11:24:00.060","Página web de RENCAP ","2013-01-17 22:11:27.710","06"
614,"2013-09-21 04:00:00","Buenos Aires","Lanús","Lanús Oeste","","","En el interior del local - En el acceso local","Controladores","Agresión física","","Derivado","2013-10-24 13:29:29.883","Call Center","2013-10-01 14:25:42.513","06"
615,"2013-09-29 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Almagro","","","","En el interior del local","Controladores","Agresión verbal","","Derivado","2013-11-04 12:30:16.477","Call Center","2013-10-01 17:16:54.220","02"
616,"2013-10-06 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Racial","","En el acceso local","Controladores","Agresión verbal","","Derivado","2013-10-23 14:11:45.107","Call Center","2013-10-10 16:49:29.950","02"
617,"2013-10-12 01:40:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","San Nicolás","Otros - Racial","","En el acceso local - En las proximidades del local","Personal de empresas de seguridad","Agresión verbal","Se solicitó asistencia policial","Derivado","2013-11-04 12:40:16.873","Página web de RENCAP ","2013-10-13 19:02:33.930","02"
618,"2013-10-14 04:10:00","Ciudad Autónoma de Buenos Aires","Barrio Montserrat","","Otros","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","En el interior del local","Controladores","Agresión verbal - Agresión física","","Derivado","2013-10-30 12:45:13.470","Página web de RENCAP ","2013-10-14 20:01:15.117","02"
619,"2013-10-14 04:10:00","Ciudad Autónoma de Buenos Aires","Barrio Montserrat","","Otros","El personal de control no esta identificado","En el interior del local - En el acceso local","Controladores","Agresión verbal - Agresión física - Agresión sexual","","Derivado","2013-10-30 12:57:00.603","Página web de RENCAP ","2013-10-14 20:27:34.607","02"
620,"2013-10-14 04:10:00","Ciudad Autónoma de Buenos Aires","Barrio Montserrat","","Otros","El personal de control no esta identificado","En el interior del local","","Agresión verbal - Agresión física - Agresión sexual","","Derivado","2013-10-30 13:07:08.363","Página web de RENCAP ","2013-10-14 20:42:15.170","02"
621,"2013-10-13 03:30:00","Córdoba","Río Tercero","RIO TERCERO","Por aspecto físico - Racial","","En el acceso local","Controladores","","","Derivado","2013-10-23 13:56:14.643","Call Center","2013-10-15 16:25:14.610","14"
623,"2013-10-17 02:00:00","Buenos Aires","Morón","Castelar","Otros","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","","","","Derivado","2013-11-04 12:23:24.090","Página web de RENCAP ","2013-10-22 13:22:25.787","06"
624,"2013-10-20 04:00:00","Córdoba","Río Tercero","RIO TERCERO","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2013-11-04 12:43:13.527","Call Center","2013-10-24 13:25:19.893","14"
625,"2013-10-25 05:30:00","Ciudad Autónoma de Buenos Aires","Barrio San Nicolás","","","","En el interior del local","Controladores","Agresión física","","Derivado","2013-10-28 14:15:10.903","Call Center","2013-10-25 13:47:52.023","02"
626,"2013-10-26 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","","En el interior del local","Personas vinculadas a la empresa","Agresión física","","Derivado","2013-10-28 14:07:11.173","Página web de RENCAP ","2013-10-28 10:57:06.773","02"
627,"2013-10-13 05:30:00","Buenos Aires","Malvinas Argentinas","Grand Bourg","Racial","","En el interior del local","Personas vinculadas a la empresa","","","Derivado","2013-11-04 12:26:53.363","Call Center","2013-10-31 12:46:52.413","06"
628,"2013-10-31 03:30:00","Mendoza","Mendoza","","","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","","Agresión verbal - Agresión física","","Desestimado","2013-12-03 16:14:39.927","Página web de RENCAP ","2013-11-01 14:33:48.823","50"
629,"2013-11-03 02:44:00","Ciudad Autónoma de Buenos Aires","Barrio Flores","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","En el acceso local","Personal de empresas de seguridad","","","Derivado","2013-11-12 13:16:17.340","Página web de RENCAP ","2013-11-03 15:49:03.083","02"
630,"2013-11-04 03:30:00","Buenos Aires","La Matanza","Ramos Mejía","Por aspecto físico","","En el acceso local","Controladores","Agresión verbal","","Derivado","2013-11-07 13:23:06.770","Página web de RENCAP ","2013-11-04 10:51:07.400","06"
631,"2013-11-09 23:30:00","Buenos Aires","Quilmes","Quilmes Oeste","Racial","El personal de control no esta identificado","En el acceso local","Controladores - Policias","Agresión verbal","","Derivado","2013-11-12 13:11:18.240","Call Center","2013-11-12 13:07:46.767","06"
632,"2013-11-13 11:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Otros","No exhibe condiciones de adminsión y permanencia","En las proximidades del local","","","","Desestimado","2013-12-03 16:10:50.667","Página web de RENCAP ","2013-11-13 12:42:23.587","02"
633,"2013-10-25 01:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores","","","Derivado","2013-11-28 13:05:30.920","Página web de RENCAP ","2013-11-14 11:35:34.680","02"
634,"2013-11-08 03:15:00","Buenos Aires","Bahía Blanca","Bahía Blanca","Por indumentaria","Presencia de menores","En el acceso local","Controladores","Agresión verbal","","Derivado","2013-12-04 14:14:44.013","Página web de RENCAP ","2013-11-15 14:28:54.443","06"
635,"2013-10-24 21:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Controladores - Personal de empresas de seguridad","","","Derivado","2013-12-04 14:09:57.287","Call Center","2013-11-19 16:32:30.527","02"
636,"2013-11-16 04:30:00","Buenos Aires","La Matanza","San Justo","","","En las proximidades del local","Controladores","Agresión física","","Derivado","2013-12-06 12:26:45.310","Call Center","2013-11-21 15:08:39.197","06"
637,"2013-11-09 03:00:00","Buenos Aires","La Matanza","Ramos Mejía","Por indumentaria","","En el acceso local","Controladores","","","Derivado","2013-11-28 13:13:03.633","Call Center","2013-11-21 15:44:02.590","06"
638,"2013-11-24 04:00:00","Entre Ríos","Paraná","PARANA","Por aspecto físico","","En el acceso local","Controladores","","","Derivado","2013-12-04 14:23:20.030","Página web de RENCAP ","2013-11-30 17:27:21.343","30"
642,"2013-11-30 20:30:00","Ciudad Autónoma de Buenos Aires","Barrio Nuñez","","Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local - En el acceso local","Controladores - Personal de empresas de seguridad","","","Derivado","2013-12-19 13:08:53.750","Página web de RENCAP ","2013-12-03 21:40:59.940","02"
643,"2013-11-30 03:00:00","Buenos Aires","La Matanza","Gonzalez Catán","","Presencia de menores","En el interior del local","Personas vinculadas a la empresa","","Se solicitó asistencia policial","Derivado","2014-03-28 14:13:41.653","Página web de RENCAP ","2013-12-06 15:27:47.123","06"
644,"2013-12-05 12:30:00","Ciudad Autónoma de Buenos Aires","Barrio Boedo","","Por aspecto físico","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2013-12-19 13:16:11.580","Call Center","2013-12-06 16:52:35.933","02"
645,"2013-12-08 02:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Belgrano","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local","Controladores - Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Derivado","2013-12-27 11:41:51.997","Página web de RENCAP ","2013-12-08 03:47:24.813","02"
646,"2013-12-08 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Retiro","","Racial","","En el acceso local","Controladores - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2013-12-19 13:25:28.580","Página web de RENCAP ","2013-12-08 18:04:38.443","02"
647,"2013-12-06 01:45:00","Buenos Aires","San Miguel","San Miguel","Por aspecto físico - Por indumentaria - Racial","","En el acceso local","Controladores","","","Derivado","2013-12-27 11:45:45.280","Call Center","2013-12-09 15:07:31.290","06"
649,"2013-12-06 00:00:00","Buenos Aires","Hurlingham","Hurlingham","Otros","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","Personas vinculadas a la empresa","","","Derivado","2014-03-28 14:08:48.777","Página web de RENCAP ","2013-12-11 14:31:52.097","06"
655,"2013-12-14 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Recoleta","","","El personal de control no esta identificado","En el interior del local","Controladores","Agresión verbal - Agresión física","","Derivado","2013-12-27 11:52:51.970","Call Center","2013-12-16 17:56:05.230","02"
656,"2013-12-25 03:30:00","Buenos Aires","San Nicolás de Los Arroyos","","Racial","","En el acceso local","Controladores","","","Derivado","2014-01-03 14:48:34.380","Call Center","2013-12-27 14:00:38.547","06"
657,"2013-12-28 05:16:00","Buenos Aires","Bahía Blanca","Bahía Blanca","Otros","","En el interior del local","Controladores","Agresión física","","Derivado","2014-01-03 14:52:32.373","Página web de RENCAP ","2013-12-28 10:18:14.760","06"
658,"2013-12-28 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Otros","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","","","","Derivado","2014-01-03 14:56:37.043","Página web de RENCAP ","2013-12-30 01:38:22.683","02"
659,"2014-01-04 01:30:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Por aspecto físico - Por indumentaria - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Controladores","Agresión verbal","","Derivado","2014-02-07 15:32:20.370","Página web de RENCAP ","2014-01-06 11:53:33.773","02"
660,"2013-11-15 01:00:00","Mendoza","Mendoza","","Por orientacion sexual","","En el interior del local","Controladores","","","Derivado","2014-01-07 15:51:46.860","Call Center","2014-01-06 19:40:04.243","50"
661,"2014-01-04 03:30:00","Buenos Aires","Florencio Varela","Fcio. Varela","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","Controladores - Personal de empresas de seguridad","Agresión física","","Derivado","2014-01-07 17:21:54.047","Página web de RENCAP ","2014-01-07 17:17:46.807","06"
662,"2014-01-05 07:00:00","Mendoza","Mendoza","MENDOZA","Por orientacion sexual","","En el acceso local","Controladores","Agresión física","","Derivado","2014-01-10 15:38:27.707","Call Center","2014-01-09 13:43:19.593","50"
664,"2014-01-12 06:15:00","Buenos Aires","Ezeiza","J.M. Ezeiza","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el interior del local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión física","","Derivado","2014-02-07 15:37:12.727","Call Center","2014-01-13 19:08:59.753","06"
665,"2014-01-07 05:00:00","Buenos Aires","de La Costa","San Bernardo","","","En el interior del local","Controladores","Agresión física","Se hizo denuncia policial","Derivado","2014-02-07 15:42:09.980","Call Center","2014-01-17 14:10:12.257","06"
666,"2014-01-05 01:30:00","San Juan","Pocito","","Por aspecto físico","El personal de control no esta identificado","En el acceso local","Controladores","","","Derivado","2014-02-04 10:24:47.937","Call Center","2014-01-20 14:07:21.500","70"
667,"2013-10-17 12:00:00","Buenos Aires","General Pueyrredón","Mar del Plata","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","","","","","Desestimado","2014-02-07 15:44:26.603","Página web de RENCAP ","2014-01-22 10:52:53.070","06"
